"binomial","genus","length","body.mass","db"
"Neosilurus ater","Neosilurus",328.016295777778,501.175268434706,"brose"
"Neotetracus sinensis","Neotetracus",117.96,49.99,"Pantheria"
"Neotoma albigula","Neotoma",NA,193.3,"anAge"
"Neotoma albigula","Neotoma",175.47,208.18,"Pantheria"
"Neotoma angustapalata","Neotoma",NA,198,"Pantheria"
"Neotoma anthonyi","Neotoma",179.65,195.4,"Pantheria"
"Neotoma bryanti","Neotoma",209,182,"Pantheria"
"Neotoma bunkeri","Neotoma",NA,375,"Pantheria"
"Neotoma cinerea","Neotoma",NA,296,"anAge"
"Neotoma cinerea","Neotoma",208.96,285.89,"Pantheria"
"Neotoma devia","Neotoma",NA,200,"Pantheria"
"Neotoma floridana","Neotoma",NA,291,"anAge"
"Neotoma floridana","Neotoma",212.67,249.16,"Pantheria"
"Neotoma fuscipes","Neotoma",207.38,213.26,"Pantheria"
"Neotoma goldmani","Neotoma",144.96,198,"Pantheria"
"Neotoma lepida","Neotoma",NA,174.25,"anAge"
"Neotoma lepida","Neotoma",163.73,143.88,"Pantheria"
"Neotoma macrotis","Neotoma",NA,225.74,"Pantheria"
"Neotoma magister","Neotoma",NA,447,"Pantheria"
"Neotoma martinensis","Neotoma",184.15,240.16,"Pantheria"
"Neotoma mexicana","Neotoma",184.13,203,"Pantheria"
"Neotoma micropus","Neotoma",NA,236.3,"anAge"
"Neotoma micropus","Neotoma",212.68,255.14,"Pantheria"
"Neotoma nelsoni","Neotoma",NA,198,"Pantheria"
"Neotoma palatina","Neotoma",NA,198,"Pantheria"
"Neotoma phenax","Neotoma",196,227.49,"Pantheria"
"Neotoma stephensi","Neotoma",161,149.22,"Pantheria"
"Neotomodon alstoni","Neotomodon",115.16,44.64,"Pantheria"
"Neotomys ebriosus","Neotomys",NA,64.5,"Pantheria"
"Neotragus batesi","Neotragus",540,2967.45,"Pantheria"
"Neotragus moschatus","Neotragus",NA,6500,"anAge"
"Neotragus moschatus","Neotragus",599.99,5639.01,"Pantheria"
"Neotragus pygmaeus","Neotragus",NA,2250,"anAge"
"Neotragus pygmaeus","Neotragus",499.99,3913.68,"Pantheria"
"Neotrechus amabilis","Neotrechus",4,NA,"carabid"
"Neotrechus augustae","Neotrechus",5.5,NA,"carabid"
"Neotrechus dalmatinus","Neotrechus",5.5,NA,"carabid"
"Neotrechus ganglbaueri","Neotrechus",4.5,NA,"carabid"
"Neotrechus hilfi","Neotrechus",10,NA,"carabid"
"Neotrechus ivicensis","Neotrechus",5,NA,"carabid"
"Neotrechus lonae","Neotrechus",5.5,NA,"carabid"
"Neotrechus lupoglavensis","Neotrechus",5,NA,"carabid"
"Neotrechus malissorum","Neotrechus",5.5,NA,"carabid"
"Neotrechus muharnicensis","Neotrechus",4,NA,"carabid"
"Neotrechus noesskei","Neotrechus",4,NA,"carabid"
"Neotrechus oreophilus","Neotrechus",4,NA,"carabid"
"Neotrechus ottonis","Neotrechus",6,NA,"carabid"
"Neotrechus paganettii ","Neotrechus",4.5,NA,"carabid"
"Neotrechus parvicollis","Neotrechus",6.5,NA,"carabid"
"Neotrechus setniki","Neotrechus",6,NA,"carabid"
"Neotrechus silvaticus","Neotrechus",4,NA,"carabid"
"Neotrechus speluncarius","Neotrechus",4,NA,"carabid"
"Neotrechus suturalis","Neotrechus",6,NA,"carabid"
"Neotrechus terrenus","Neotrechus",5,NA,"carabid"
"Neotrechus weiratheri","Neotrechus",4,NA,"carabid"
"Neovison vison","Neovison",NA,792.5,"anAge"
"Nephila clavipes","Nephila",NA,0.848,"ehnes"
"Nephodinus metallescens","Nephodinus",7.5,NA,"teneb"
"Nephodinus pubescens","Nephodinus",11,NA,"teneb"
"Nephodinus villiger","Nephodinus",9,NA,"teneb"
"Nephrurus laevissimus","Nephrurus",76.7,7.3,"jzo"
"Nephrurus levis","Nephrurus",84.55,11,"jzo"
"Nephrurus stellatus","Nephrurus",85,13.1,"jzo"
"Nephrurus vertebralis","Nephrurus",80.3,8.4,"jzo"
"Nereididae ","Nereididae",31.5,0.003871869494,"lw.misc"
"Neriene litigiosa","Neriene",NA,0.019,"ehnes"
"Nerodia fasciata","Nerodia",640,283,"snakes"
"Nerodia paucimaculata","Nerodia",596.1,88.7,"snakes"
"Nerodia rhombifer","Nerodia",860.4,556.9,"snakes"
"Nerodia sipedon","Nerodia",635.6,146.1,"snakes"
"Nerodia taxispilota","Nerodia",798,228,"snakes"
"Nesocharis ansorgei","Nesocharis",NA,8.35,"avian"
"Nesocharis shelleyi","Nesocharis",NA,7.25,"avian"
"Nesofregetta fuliginosa","Nesofregetta",NA,69.9841996,"sibly"
"Nesokia indica","Nesokia",NA,178.08,"Pantheria"
"Nesolagus netscheri","Nesolagus",377.73,1511.67,"Pantheria"
"Nesomys audeberti","Nesomys",NA,214.04,"Pantheria"
"Nesomys lambertoni","Nesomys",NA,155,"Pantheria"
"Nesomys rufus","Nesomys",208,163.96,"Pantheria"
"Nesophrosyne","",4.2,0.000607716214,"lw.misc"
"Nesospingus speculiferus","Nesospingus",NA,35.2,"anAge"
"Nesotes aethiops","Nesotes",12,NA,"teneb"
"Nesotes altivagans","Nesotes",9.53,NA,"teneb"
"Nesotes arboricola","Nesotes",15.5,NA,"teneb"
"Nesotes asper","Nesotes",17,NA,"teneb"
"Nesotes aterrimus","Nesotes",10.06,NA,"teneb"
"Nesotes azoricus","Nesotes",3.44,NA,"teneb"
"Nesotes carbo","Nesotes",8.5,NA,"teneb"
"Nesotes carbunculus","Nesotes",7.41,NA,"teneb"
"Nesotes cinnamomeus","Nesotes",8,NA,"teneb"
"Nesotes confertus","Nesotes",11.625,NA,"teneb"
"Nesotes conformis","Nesotes",10.77,NA,"teneb"
"Nesotes congestus","Nesotes",7.94,NA,"teneb"
"Nesotes congregata","Nesotes",8,NA,"teneb"
"Nesotes crassicollis","Nesotes",10,NA,"teneb"
"Nesotes elliptipennis","Nesotes",11,NA,"teneb"
"Nesotes fusculus","Nesotes",6.75,NA,"teneb"
"Nesotes futilis","Nesotes",6,NA,"teneb"
"Nesotes gagatinus","Nesotes",9,NA,"teneb"
"Nesotes gomerensis","Nesotes",12,NA,"teneb"
"Nesotes graniger","Nesotes",6.9,NA,"teneb"
"Nesotes helleri","Nesotes",7.25,NA,"teneb"
"Nesotes infernus","Nesotes",11,NA,"teneb"
"Nesotes lindbergi","Nesotes",8.25,NA,"teneb"
"Nesotes lucifigulus","Nesotes",11.5,NA,"teneb"
"Nesotes lucifugus","Nesotes",11,NA,"teneb"
"Nesotes marseuli","Nesotes",10.75,NA,"teneb"
"Nesotes nigroaeneus","Nesotes",6.5,NA,"teneb"
"Nesotes nitens","Nesotes",8.75,NA,"teneb"
"Nesotes picescens","Nesotes",6.88,NA,"teneb"
"Nesotes piliger","Nesotes",9.25,NA,"teneb"
"Nesotes porrectus","Nesotes",11.64,NA,"teneb"
"Nesotes portosanctanus","Nesotes",8,NA,"teneb"
"Nesotes quadratus","Nesotes",8.5,NA,"teneb"
"Nesotes rimosus","Nesotes",9.53,NA,"teneb"
"Nesotes sabulicola","Nesotes",7.75,NA,"teneb"
"Nesotes subdepressus","Nesotes",8,NA,"teneb"
"Nesotes tenuipunctatus","Nesotes",9.5,NA,"teneb"
"Nesotes transversus","Nesotes",7.94,NA,"teneb"
"Nesotes tuberculipennis","Nesotes",12,NA,"teneb"
"Nesotes viridicollis","Nesotes",10.5,NA,"teneb"
"Nestor meridionalis","Nestor",NA,429,"anAge"
"Nestor meridionalis","Nestor",NA,429,"avian"
"Nestor notabilis","Nestor",NA,867.5,"anAge"
"Nestor notabilis","Nestor",NA,867.5,"avian"
"Nestus carbonarius","Nestus",NA,3e-04,"brose"
"Nestus mendicus (Er.)","Nestus",NA,8.54e-05,"brose"
"Nestus ruralis","Nestus",NA,5e-04,"brose"
"Nestus sp","Nestus",NA,0.000937,"brose"
"Netta erythrophthalma","Netta",NA,777,"avian"
"Netta peposaca","Netta",NA,1092.5,"avian"
"Netta rufina","Netta",NA,1118,"anAge"
"Netta rufina","Netta",NA,1115,"avian"
"Netta rufina","Netta",NA,1116.863248,"sibly"
"Nettapus auritus","Nettapus",NA,272.5,"avian"
"Nettapus coromandelianus","Nettapus",NA,251,"avian"
"Nettapus pulchellus","Nettapus",NA,307,"avian"
"Neureclipsis sp.","Neureclipsis",8.75,0.001185138265,"lw.misc"
"Neurocordulia molesta","Neurocordulia",11,0.01249678187,"lw.misc"
"Neuroptera","",6.025,0.000958076976,"lw.misc"
"Neurotrichus gibbsii","Neurotrichus",78.76,9.56,"Pantheria"
"Neusticomys monticolus","Neusticomys",NA,39.5,"Pantheria"
"Neusticomys mussoi","Neusticomys",NA,40,"Pantheria"
"Neusticomys oyapocki","Neusticomys",NA,47,"Pantheria"
"Neusticomys peruviensis","Neusticomys",NA,40,"Pantheria"
"Neusticomys venezuelae","Neusticomys",NA,47.1,"Pantheria"
"Neusticurus bicarinatus","Neusticurus",84.5,17.2,"jzo"
"Nicator chloris","Nicator",NA,46.2,"avian"
"Nicator gularis","Nicator",NA,42,"avian"
"Nicator vireo","Nicator",NA,25,"avian"
"Nigrita bicolor","Nigrita",NA,10.45,"avian"
"Nigrita canicapilla","Nigrita",NA,18.7,"avian"
"Nigrita fusconota","Nigrita",NA,8.75,"avian"
"Nigrita luteifrons","Nigrita",NA,13,"avian"
"Nigronia serricornis","Nigronia",26.1,0.04023196963,"lw.misc"
"Nigronia serricornis","Nigronia",26.45,0.03932748146,"lw.misc"
"Nilaus afer","Nilaus",NA,23,"avian"
"Ningaui ridei","Ningaui",NA,8.5,"anAge"
"Ningaui ridei","Ningaui",NA,9.42,"Pantheria"
"Ningaui timealeyi","Ningaui",NA,10.5,"anAge"
"Ningaui timealeyi","Ningaui",NA,6.37,"Pantheria"
"Ningaui yvonnae","Ningaui",NA,9.3,"Pantheria"
"Ninia hudsoni","Ninia",361.5,14.625,"snakes"
"Ninox boobook","Ninox",NA,265.333333333333,"avian"
"Ninox connivens","Ninox",NA,643.15,"avian"
"Ninox novaeseelandiae","Ninox",NA,202.05,"avian"
"Ninox rufa","Ninox",NA,805.85,"avian"
"Ninox strenua","Ninox",NA,1349.85,"avian"
"Niphargus aquilex","Niphargus",NA,0.000380134,"brose"
"Nipponia nippon","Nipponia",NA,1900,"anAge"
"Nippononebria chalceola","Nippononebria",9,NA,"carabid"
"Nippononebria kyushuensis","Nippononebria",7.5,NA,"carabid"
"Nippononebria pusilla","Nippononebria",9,NA,"carabid"
"Nippononebria sawadai","Nippononebria",7.5,NA,"carabid"
"Nitidulidae","",3.75,0.000382562743,"lw.misc"
"Nitzschia dissipata","Nitzschia",0.031,9.35046086666667e-05,"brose"
"Nitzschia perminuta","Nitzschia",0.032,2.92476589944444e-05,"brose"
"Nitzschia sp.","Nitzschia",0.14,NA,"brose"
"Niveoscincus coventryi","Niveoscincus",32.9,0.9,"jzo"
"Niveoscincus metallicus","Niveoscincus",63,3.3,"jzo"
"Niveoscincus microlepidotus","Niveoscincus",60.05,3.9,"jzo"
"Niveoscincus ocellatus","Niveoscincus",85,12,"jzo"
"Niviventer coninga","Niviventer",130.63,80.65,"Pantheria"
"Niviventer cremoriventer","Niviventer",159,71.54,"Pantheria"
"Niviventer culturatus","Niviventer",143.23,81.17,"Pantheria"
"Niviventer fulvescens","Niviventer",NA,81.79,"Pantheria"
"Niviventer niviventer","Niviventer",NA,100,"Pantheria"
"Niviventer rapit","Niviventer",159,79.73,"Pantheria"
"Nixe sp.","Nixe",3.5,0.000309902164,"lw.misc"
"Noctilio albiventris","Noctilio",66.5,31.46,"Pantheria"
"Noctilio leporinus","Noctilio",NA,55.5,"anAge"
"Noctilio leporinus","Noctilio",NA,29.93,"Pantheria"
"Noctuidae","",17.395,0.04472805077,"lw.misc"
"Noctuidae","",25.38,0.04366820925,"lw.misc"
"Nomascus concolor","Nomascus",545,6410.47,"Pantheria"
"Nomascus leucogenys","Nomascus",545,7320,"Pantheria"
"Nomius pygmaeus ","Nomius",7.5,NA,"carabid"
"Northiella haematogaster","Northiella",NA,86.2,"anAge"
"Northiella haematogaster","Northiella",NA,86.45,"avian"
"Nostoc sp.","Nostoc",NA,7.97e-10,"brose"
"Notaeolidia gigas","Notaeolidia",80,NA,"brose"
"Notasterias armata","Notasterias",33,4.1,"brose"
"Notechis scutatus","Notechis",1064,530.75,"snakes"
"Noterus clavicornis","Noterus",5.05,NA,"brose"
"Notesthes robusta","Notesthes",185,213,"brose"
"Notharchus macrorhynchos","Notharchus",NA,121.666666666667,"avian"
"Nothobachia ablephara","Nothobachia",53.71,0.8,"jzo"
"Nothoprocta cinerascens","Nothoprocta",NA,526,"avian"
"Nothrus palustris","Nothrus",NA,7.716e-05,"ehnes"
"Nothrus silvestris","Nothrus",NA,3.452e-05,"ehnes"
"Notiochelidon cyanoleuca","Notiochelidon",NA,11.3333333333333,"avian"
"Notiochelidon cyanoleuca","Notiochelidon",NA,9.705099672,"sibly"
"Notiomys edwardsii","Notiomys",NA,21.3,"Pantheria"
"Notiomystis cincta","Notiomystis",NA,35.25,"avian"
"Notiophilus","Notiophilus",NA,0.00614166666666667,"ehnes"
"Notiophilus aestuans ","Notiophilus",4.5,NA,"carabid"
"Notiophilus aquaticus","Notiophilus",5,NA,"carabid"
"Notiophilus biguttatus","Notiophilus",4.5,NA,"carabid"
"Notiophilus danieli","Notiophilus",4.5,NA,"carabid"
"Notiophilus geminatus ","Notiophilus",5.5,NA,"carabid"
"Notiophilus germinyi","Notiophilus",5,NA,"carabid"
"Notiophilus interstitialis","Notiophilus",4.5,NA,"carabid"
"Notiophilus laticollis","Notiophilus",4.5,NA,"carabid"
"Notiophilus marginatus","Notiophilus",4,NA,"carabid"
"Notiophilus palustris","Notiophilus",5,NA,"carabid"
"Notiophilus quadripunctatus ","Notiophilus",4,NA,"carabid"
"Notiophilus reitteri","Notiophilus",5.5,NA,"carabid"
"Notiophilus rufipes","Notiophilus",5,NA,"carabid"
"Notiophilus substriatus","Notiophilus",4.5,NA,"carabid"
"Notiosorex crawfordi","Notiosorex",61.36,4.79,"Pantheria"
"Notiosorex evotis","Notiosorex",66.53,5.28,"Pantheria"
"Notocidaris mortenseni","Notocidaris",49,NA,"brose"
"Notocrangon antarcticus","Notocrangon",23,NA,"brose"
"Notodiscus hookeri","Notodiscus",5.02,0.0350143,"lw.misc"
"Notodontidae","",23.59,0.03831207426,"lw.misc"
"Notolepis coatsi","Notolepis",42.4,NA,"brose"
"Notomys alexis","Notomys",NA,33.65,"anAge"
"Notomys alexis","Notomys",100.93,32.34,"Pantheria"
"Notomys amplus","Notomys",145.05,89.99,"Pantheria"
"Notomys aquilo","Notomys",NA,39,"anAge"
"Notomys aquilo","Notomys",103.19,38.99,"Pantheria"
"Notomys cervinus","Notomys",100.8,34.79,"Pantheria"
"Notomys fuscus","Notomys",120.81,39.28,"Pantheria"
"Notomys longicaudatus","Notomys",138.19,100,"Pantheria"
"Notomys macrotis","Notomys",117.99,89.99,"Pantheria"
"Notomys mitchellii","Notomys",NA,52,"anAge"
"Notomys mitchellii","Notomys",113.31,42.8,"Pantheria"
"Notomys mordax","Notomys",NA,89.99,"Pantheria"
"Notonecta glauca","Notonecta",15.0859375,NA,"brose"
"Notopteris macdonaldi","Notopteris",NA,68.17,"Pantheria"
"Notoryctes typhlops","Notoryctes",NA,53.25,"anAge"
"Notoryctes typhlops","Notoryctes",134.59,55,"Pantheria"
"Notorynchus cepedianus","Notorynchus",NA,58850,"anAge"
"Nototanais antarcticus","Nototanais",15,NA,"brose"
"Nototanais dimorphus","Nototanais",15,NA,"brose"
"Notothenia coriiceps","Notothenia",520,NA,"brose"
"Notothenia coriiceps","Notothenia",500,2965.41937464759,"fishbase"
"Notothenia marmorata","Notothenia",920,NA,"brose"
"Notothenia rossii","Notothenia",NA,5500,"anAge"
"Notothenia rossii","Notothenia",500,1771.30250715494,"fishbase"
"Notropis atherinoides","Notropis",85.5,3.6766881238806,"fishbase"
"Notropis blennius","Notropis",75.5,NA,"fishbase"
"Notropis hudsonius","Notropis",90,NA,"fishbase"
"Novomessor cockerelli","Novomessor",NA,0.00321,"irlich"
"Nucifraga caryocatactes","Nucifraga",NA,165,"anAge"
"Nucifraga caryocatactes","Nucifraga",NA,193,"avian"
"Nucifraga caryocatactes","Nucifraga",NA,182.3895702,"sibly"
"Nucifraga columbiana","Nucifraga",NA,130,"anAge"
"Nucifraga columbiana","Nucifraga",NA,130,"avian"
"Nucras intertexta","Nucras",65.5,6.1,"jzo"
"Nucras tessellata","Nucras",56.8,6,"jzo"
"Numenius americanus","Numenius",NA,699.35,"avian"
"Numenius americanus","Numenius",NA,583.4451043,"sibly"
"Numenius arquata","Numenius",NA,728,"anAge"
"Numenius arquata","Numenius",NA,725,"avian"
"Numenius arquata","Numenius",NA,803.5261222,"sibly"
"Numenius borealis","Numenius",NA,375,"avian"
"Numenius madagascariensis","Numenius",NA,752.55,"avian"
"Numenius minutus","Numenius",NA,231.666666666667,"avian"
"Numenius minutus","Numenius",NA,172.9816359,"sibly"
"Numenius phaeopus","Numenius",NA,365.7,"anAge"
"Numenius phaeopus","Numenius",NA,383,"avian"
"Numenius phaeopus","Numenius",NA,364.7539469,"sibly"
"Numenius tahitiensis","Numenius",NA,408.6,"anAge"
"Numenius tahitiensis","Numenius",NA,433.5,"avian"
"Numida meleagris","Numida",NA,1299,"anAge"
"Numida meleagris","Numida",NA,1587.5,"avian"
"Numida meleagris","Numida",NA,1300.169578,"sibly"
"Nunkeria sp.","Nunkeria",30,NA,"brose"
"Nuttallochiton mirandus","Nuttallochiton",75,NA,"brose"
"Nyctalus aviator","Nyctalus",NA,31.87,"Pantheria"
"Nyctalus azoreum","Nyctalus",NA,8.8,"Pantheria"
"Nyctalus lasiopterus","Nyctalus",NA,45.98,"Pantheria"
"Nyctalus leisleri","Nyctalus",NA,16,"anAge"
"Nyctalus leisleri","Nyctalus",NA,12.47,"Pantheria"
"Nyctalus noctula","Nyctalus",NA,27.75,"anAge"
"Nyctalus noctula","Nyctalus",75,28.48,"Pantheria"
"Nyctanassa violacea","Nyctanassa",NA,682.5,"avian"
"Nyctea scandiaca","Nyctea",NA,1726,"avian"
"Nyctea scandiaca","Nyctea",NA,2027.68272,"sibly"
"Nyctereutes procyonoides","Nyctereutes",NA,6500,"anAge"
"Nyctereutes procyonoides","Nyctereutes",447.38,4214.99,"Pantheria"
"Nycteris arge","Nycteris",NA,10.79,"Pantheria"
"Nycteris gambiensis","Nycteris",NA,7.13,"Pantheria"
"Nycteris grandis","Nycteris",75.99,29.8,"Pantheria"
"Nycteris hispida","Nycteris",NA,7.98,"Pantheria"
"Nycteris intermedia","Nycteris",NA,6.91,"Pantheria"
"Nycteris javanica","Nycteris",NA,17.78,"Pantheria"
"Nycteris macrotis","Nycteris",NA,14.49,"Pantheria"
"Nycteris madagascariensis","Nycteris",115,17.69,"Pantheria"
"Nycteris major","Nycteris",NA,15.46,"Pantheria"
"Nycteris nana","Nycteris",NA,6.98,"Pantheria"
"Nycteris thebaica","Nycteris",52.65,9.2,"Pantheria"
"Nycteris tragata","Nycteris",NA,14.4,"Pantheria"
"Nycteris vinsoni","Nycteris",NA,19.54,"Pantheria"
"Nycteris woodi","Nycteris",NA,7.6,"Pantheria"
"Nyctibius griseus","Nyctibius",NA,221.333333333333,"avian"
"Nyctibius griseus","Nyctibius",NA,172.1868575,"sibly"
"Nycticebus bengalensis","Nycticebus",NA,1137.36,"Pantheria"
"Nycticebus coucang","Nycticebus",NA,1009.55,"anAge"
"Nycticebus coucang","Nycticebus",300,924.55,"Pantheria"
"Nycticebus pygmaeus","Nycticebus",NA,419,"anAge"
"Nycticebus pygmaeus","Nycticebus",NA,342.32,"Pantheria"
"Nycticeinops schlieffeni","Nycticeinops",NA,5.05,"Pantheria"
"Nycticeius balstoni","Nycticeius",NA,11.7,"anAge"
"Nycticeius humeralis","Nycticeius",NA,9.75,"anAge"
"Nycticeius humeralis","Nycticeius",NA,9.12,"Pantheria"
"Nycticorax caledonicus","Nycticorax",NA,760,"avian"
"Nycticorax nycticorax","Nycticorax",NA,800,"anAge"
"Nycticorax nycticorax","Nycticorax",NA,636,"avian"
"Nycticorax nycticorax","Nycticorax",NA,809.0958992,"sibly"
"Nyctidromus albicollis","Nyctidromus",NA,53.05,"avian"
"Nyctidromus albicollis","Nyctidromus",NA,57.80960474,"sibly"
"Nyctiellus lepidus","Nyctiellus",NA,3.88,"Pantheria"
"Nyctimene aello","Nyctimene",121.55,85.26,"Pantheria"
"Nyctimene albiventer","Nyctimene",82.32,29.95,"Pantheria"
"Nyctimene cephalotes","Nyctimene",94.7,44.92,"Pantheria"
"Nyctimene certans","Nyctimene",86.36,43.24,"Pantheria"
"Nyctimene cyclotis","Nyctimene",NA,48.83,"Pantheria"
"Nyctimene draconilla","Nyctimene",110,30.15,"Pantheria"
"Nyctimene major","Nyctimene",134.03,107.06,"Pantheria"
"Nyctimene malaitensis","Nyctimene",119.69,78.39,"Pantheria"
"Nyctimene masalai","Nyctimene",NA,53.2,"Pantheria"
"Nyctimene minutus","Nyctimene",NA,21.31,"Pantheria"
"Nyctimene rabori","Nyctimene",NA,68.25,"Pantheria"
"Nyctimene robinsoni","Nyctimene",NA,48.83,"Pantheria"
"Nyctimene sanctacrucis","Nyctimene",NA,59.25,"Pantheria"
"Nyctimene vizcaccia","Nyctimene",93.93,41.96,"Pantheria"
"Nyctinomops aurispinosus","Nyctinomops",NA,18.43,"Pantheria"
"Nyctinomops femorosaccus","Nyctinomops",NA,15.04,"Pantheria"
"Nyctinomops laticaudatus","Nyctinomops",NA,13.12,"Pantheria"
"Nyctinomops macrotis","Nyctinomops",NA,16.38,"Pantheria"
"Nyctobates procerus","Nyctobates",NA,2.198,"ehnes"
"Nyctomys sumichrasti","Nyctomys",NA,50,"anAge"
"Nyctomys sumichrasti","Nyctomys",NA,59.99,"Pantheria"
"Nyctophilus arnhemensis","Nyctophilus",NA,6.83,"Pantheria"
"Nyctophilus bifax","Nyctophilus",NA,9.89,"Pantheria"
"Nyctophilus gouldi","Nyctophilus",NA,11.32,"Pantheria"
"Nyctophilus microdon","Nyctophilus",NA,9.05,"Pantheria"
"Nyctophilus microtis","Nyctophilus",NA,7.29,"Pantheria"
"Nyctophilus timoriensis","Nyctophilus",NA,11.02,"Pantheria"
"Nyctophilus walkeri","Nyctophilus",NA,4.44,"Pantheria"
"Nymphicus hollandicus","Nymphicus",NA,90,"anAge"
"Nymphicus hollandicus","Nymphicus",NA,86.95,"avian"
"Nymphon gracillimum","Nymphon",18.8,NA,"brose"
"Nyssicus setosus","Nyssicus",NA,0.996,"ehnes"
"Oceanites oceanicus","Oceanites",NA,34.9,"avian"
"Oceanites oceanicus","Oceanites",400,34,"brose"
"Oceanites oceanicus","Oceanites",NA,30.40885026,"sibly"
"Oceanodroma castro","Oceanodroma",NA,42,"anAge"
"Oceanodroma castro","Oceanodroma",NA,45.3,"avian"
"Oceanodroma castro","Oceanodroma",NA,46.13175746,"sibly"
"Oceanodroma furcata","Oceanodroma",NA,45.2,"anAge"
"Oceanodroma furcata","Oceanodroma",NA,54,"avian"
"Oceanodroma furcata","Oceanodroma",NA,59.70352866,"sibly"
"Oceanodroma homochroa","Oceanodroma",NA,36.9,"anAge"
"Oceanodroma homochroa","Oceanodroma",NA,38.1,"avian"
"Oceanodroma homochroa","Oceanodroma",NA,36.89775986,"sibly"
"Oceanodroma leucorhoa","Oceanodroma",NA,44.6,"anAge"
"Oceanodroma leucorhoa","Oceanodroma",NA,40.78,"avian"
"Oceanodroma leucorhoa","Oceanodroma",NA,36.72823005,"sibly"
"Oceanodroma melania","Oceanodroma",NA,61.5,"avian"
"Oceanodroma melania","Oceanodroma",NA,61.51768727,"sibly"
"Oceanodroma monorhis","Oceanodroma",NA,39.81071706,"sibly"
"Oceanodroma tethys","Oceanodroma",NA,22.5943577,"sibly"
"Oceanodroma tristrami","Oceanodroma",NA,87,"anAge"
"Oceanodroma tristrami","Oceanodroma",NA,84,"avian"
"Oceanthus celerinicus","Oceanthus",NA,0.053,"irlich"
"Oceanthus quadripunctatus","Oceanthus",NA,0.049,"irlich"
"Ochotona alpina","Ochotona",175,150,"Pantheria"
"Ochotona cansus","Ochotona",134.5,68.75,"Pantheria"
"Ochotona collaris","Ochotona",NA,129,"anAge"
"Ochotona collaris","Ochotona",187.44,129,"Pantheria"
"Ochotona curzoniae","Ochotona",170,159.47,"Pantheria"
"Ochotona dauurica","Ochotona",180,131.01,"Pantheria"
"Ochotona erythrotis","Ochotona",245,412.45,"Pantheria"
"Ochotona gaoligongensis","Ochotona",167.08,136.59,"Pantheria"
"Ochotona himalayana","Ochotona",165.5,132.9,"Pantheria"
"Ochotona huangensis","Ochotona",156.39,105.33,"Pantheria"
"Ochotona hyperborea","Ochotona",NA,120,"anAge"
"Ochotona hyperborea","Ochotona",160,120,"Pantheria"
"Ochotona iliensis","Ochotona",203.19,240.3,"Pantheria"
"Ochotona koslowi","Ochotona",239.99,388.57,"Pantheria"
"Ochotona ladacensis","Ochotona",177.4,162.39,"Pantheria"
"Ochotona macrotis","Ochotona",178.5,204.75,"Pantheria"
"Ochotona nubrica","Ochotona",150,100.05,"Pantheria"
"Ochotona princeps","Ochotona",NA,104.5,"anAge"
"Ochotona princeps","Ochotona",190,157.63,"Pantheria"
"Ochotona pusilla","Ochotona",NA,262.5,"anAge"
"Ochotona pusilla","Ochotona",157,142.5,"Pantheria"
"Ochotona roylei","Ochotona",177.71,260,"Pantheria"
"Ochotona rufescens","Ochotona",197.49,250,"Pantheria"
"Ochotona rutila","Ochotona",208.83,260.07,"Pantheria"
"Ochrotomys nuttalli","Ochrotomys",NA,20.75,"anAge"
"Ochrotomys nuttalli","Ochrotomys",92.18,22.81,"Pantheria"
"Ocreatus underwoodii","Ocreatus",NA,3.05,"avian"
"Octodon bridgesi","Octodon",159.62,162.25,"Pantheria"
"Octodon degus","Octodon",NA,217.3,"anAge"
"Octodon degus","Octodon",280,203.27,"Pantheria"
"Octodon lunatus","Octodon",NA,200.55,"Pantheria"
"Octodontomys gliroides","Octodontomys",NA,156.05,"anAge"
