"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species group","subclass","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe"
2062,"Mesoplodon europaeus","species","27616","Mammalia",NA,"Ziphiidae","Mesoplodon",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Mesoplodon europaeus",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2063,"Mesoplodon grayi","species","74394","Mammalia",NA,"Ziphiidae","Mesoplodon",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Mesoplodon grayi",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2064,"Mesoplodon layardii","species","74395","Mammalia",NA,"Ziphiidae","Mesoplodon",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Mesoplodon layardii",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2065,"Mesoplodon mirus","species","52113","Mammalia",NA,"Ziphiidae","Mesoplodon",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Mesoplodon mirus",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2066,"Mesopodopsis slabberi","species","261862","Malacostraca",NA,"Mysidae","Mesopodopsis",NA,NA,"Metazoa","Mysida",NA,"Arthropoda","Mesopodopsis slabberi",NA,"Eumalacostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
2067,"Mesopristes argenteus","species","1161373","Actinopteri",NA,"Terapontidae","Mesopristes","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Mesopristes argenteus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Terapontoidei","Eukaryota",NA,NA
2068,"Metachirus nudicaudatus","species","42725","Mammalia",NA,"Didelphidae","Metachirus",NA,NA,"Metazoa","Didelphimorphia",NA,"Chordata","Metachirus nudicaudatus",NA,NA,"Didelphinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota",NA,NA
2072,"Microcarbo africanus","genus","1517964","Aves",NA,"Phalacrocoracidae","Microcarbo",NA,NA,"Metazoa","Pelecaniformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2073,"Microcarbo melanoleucos","species","146618","Aves",NA,"Phalacrocoracidae","Microcarbo",NA,NA,"Metazoa","Pelecaniformes",NA,"Chordata","Microcarbo melanoleucos",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2074,"Microcyclops bicolor","genus","938114","Maxillopoda",NA,"Cyclopidae","Microcyclops","Neocopepoda",NA,"Metazoa","Cyclopoida",NA,"Arthropoda",NA,NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Podoplea",NA
2075,"Microcyclops gracilis","genus","938114","Maxillopoda",NA,"Cyclopidae","Microcyclops","Neocopepoda",NA,"Metazoa","Cyclopoida",NA,"Arthropoda",NA,NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Podoplea",NA
2076,"Microcyclops varicans","species","1795154","Maxillopoda",NA,"Cyclopidae","Microcyclops","Neocopepoda",NA,"Metazoa","Cyclopoida",NA,"Arthropoda","Microcyclops varicans",NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Podoplea",NA
2077,"Microdeutopus gryllotalpa","genus","1400852","Malacostraca",NA,"Aoridae","Microdeutopus",NA,"Corophiida","Metazoa","Amphipoda","Corophiidira","Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Corophioidea","Eukaryota","Peracarida",NA
2078,"Microgadus tomcod","species","34823","Actinopteri",NA,"Gadidae","Microgadus","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Microgadus tomcod",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2079,"Micromesistius poutassou","species","81636","Actinopteri",NA,"Gadidae","Micromesistius","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Micromesistius poutassou",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2080,"Micromys minutus","species","13151","Mammalia",NA,"Muridae","Micromys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Micromys minutus",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2082,"Micropogonias furnieri","species","278729","Actinopteri",NA,"Sciaenidae","Micropogonias","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Micropogonias furnieri",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2083,"Micropogonias undulatus","species","29154","Actinopteri",NA,"Sciaenidae","Micropogonias","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Micropogonias undulatus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2084,"Micropsectra praecox","genus","288800","Insecta","Holometabola","Chironomidae","Micropsectra","Neoptera","Culicomorpha","Metazoa","Diptera",NA,"Arthropoda",NA,NA,"Pterygota","Chironominae",NA,NA,"Nematocera",NA,NA,"Hexapoda","Chironomoidea","Eukaryota",NA,"Tanytarsini"
2085,"Micropterus dolomieu","species","147949","Actinopteri",NA,"Centrarchidae","Micropterus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Micropterus dolomieu",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2086,"Micropterus floridanus","species","225391","Actinopteri",NA,"Centrarchidae","Micropterus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Micropterus floridanus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2087,"Micropterus notius","species","225393","Actinopteri",NA,"Centrarchidae","Micropterus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Micropterus notius",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2088,"Micropterus punctatus","genus","27705","Actinopteri",NA,"Centrarchidae","Micropterus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2089,"Micropterus salmoides","species","27706","Actinopteri",NA,"Centrarchidae","Micropterus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Micropterus salmoides",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2090,"Microstomus kitt","species","106175","Actinopteri",NA,"Pleuronectidae","Microstomus","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Microstomus kitt",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2091,"Microstomus pacificus","species","89058","Actinopteri",NA,"Pleuronectidae","Microstomus","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Microstomus pacificus",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2092,"Microtus agrestis","species","29092","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus agrestis",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2093,"Microtus arvalis","species","47230","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus arvalis",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2094,"Microtus brandti","genus","10053","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2095,"Microtus gerbei","species","269654","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus gerbei",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2096,"Microtus miurus","species","111837","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus miurus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2097,"Microtus mongolicus","species","716674","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus mongolicus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2098,"Microtus montanus","species","88450","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus montanus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2099,"Microtus nivalis","genus","10053","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2100,"Microtus ochrogaster","species","79684","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus ochrogaster",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2101,"Microtus oeconomus","species","64717","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus oeconomus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2102,"Microtus pennsylvanicus","species","10058","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus pennsylvanicus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2103,"Microtus subterraneus","species","137712","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus subterraneus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2104,"Microtus tatricus","species","137713","Mammalia",NA,"Cricetidae","Microtus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Microtus tatricus",NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2105,"Milax gigates","genus","145607","Gastropoda",NA,"Milacidae","Milax",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parmacelloidea","Eukaryota",NA,NA
2106,"Milax gracilis","genus","145607","Gastropoda",NA,"Milacidae","Milax",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parmacelloidea","Eukaryota",NA,NA
2107,"Milax rusticus","genus","145607","Gastropoda",NA,"Milacidae","Milax",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parmacelloidea","Eukaryota",NA,NA
2108,"Milax sowerbyi","genus","145607","Gastropoda",NA,"Milacidae","Milax",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parmacelloidea","Eukaryota",NA,NA
2109,"Milax sp.","genus","145607","Gastropoda",NA,"Milacidae","Milax",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parmacelloidea","Eukaryota",NA,NA
2110,"Milvus migrans","species","52810","Aves",NA,"Accipitridae","Milvus",NA,NA,"Metazoa","Falconiformes",NA,"Chordata","Milvus migrans",NA,NA,"Accipitrinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2111,"Minla cyanouroptera","species","201347","Aves",NA,"Leiothrichidae","Minla",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Minla cyanouroptera",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2112,"Miogryllus verticalis","species","1767243","Insecta","Polyneoptera","Gryllidae","Miogryllus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda","Miogryllus verticalis",NA,"Pterygota","Gryllinae",NA,NA,"Ensifera",NA,NA,"Hexapoda","Grylloidea","Eukaryota",NA,NA
2113,"Mirounga angustirostris","species","9716","Mammalia",NA,"Phocidae","Mirounga",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mirounga angustirostris",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2114,"Mirounga leonina","species","9715","Mammalia",NA,"Phocidae","Mirounga",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mirounga leonina",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2115,"Misgurnus anguillicaudatus","species","75329","Actinopteri",NA,"Cobitidae","Misgurnus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Misgurnus anguillicaudatus",NA,"Neopterygii","Cobitinae",NA,NA,NA,"Craniata",NA,"Actinopterygii","Cobitoidea","Eukaryota","Cypriniphysae",NA
2116,"Mogurnda obscura","genus","78194","Actinopteri",NA,"Eleotridae","Mogurnda","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata",NA,NA,"Neopterygii","Eleotrinae",NA,NA,"Eleotroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2117,"Moina macrocopa","species","150844","Branchiopoda",NA,"Moinidae","Moina",NA,"Anomopoda","Metazoa","Diplostraca",NA,"Arthropoda","Moina macrocopa",NA,"Phyllopoda",NA,NA,NA,"Cladocera","Crustacea",NA,NA,NA,"Eukaryota",NA,NA
2118,"Molothrus ater","species","84834","Aves",NA,"Icteridae","Molothrus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Molothrus ater",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2119,"Molva dipterygia","species","185738","Actinopteri",NA,"Lotidae","Molva","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Molva dipterygia",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2120,"Molva molva","species","163112","Actinopteri",NA,"Lotidae","Molva","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Molva molva",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2121,"Monacha carthusiana","genus","225459","Gastropoda",NA,"Hygromiidae","Monacha",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,"Trochulinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2122,"Monacha granulata","genus","225459","Gastropoda",NA,"Hygromiidae","Monacha",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,"Trochulinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2123,"Monacha syriaca","species","1955762","Gastropoda",NA,"Hygromiidae","Monacha",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Monacha syriaca",NA,NA,"Trochulinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2124,"Monachoides incarnata","genus","225473","Gastropoda",NA,"Hygromiidae","Monachoides",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,"Hygromiinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2125,"Monachoides umbroa","genus","225473","Gastropoda",NA,"Hygromiidae","Monachoides",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,"Hygromiinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2126,"Monachoides umbrosa","genus","225473","Gastropoda",NA,"Hygromiidae","Monachoides",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,"Hygromiinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2127,"Monoporeia affinis","species","315606","Malacostraca",NA,"Pontoporeiidae","Monoporeia",NA,NA,"Metazoa","Amphipoda",NA,"Arthropoda","Monoporeia affinis",NA,"Eumalacostraca",NA,NA,NA,"Gammaridea","Crustacea",NA,NA,"Pontoporeioidea","Eukaryota","Peracarida",NA
2128,"Monopterus albus","species","43700","Actinopteri",NA,"Synbranchidae","Monopterus","Teleostei",NA,"Metazoa","Synbranchiformes",NA,"Chordata","Monopterus albus",NA,"Neopterygii",NA,NA,NA,"Synbranchoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2129,"Morelia amethistina","genus","51894","Craniata",NA,"Pythonidae","Morelia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2130,"Morelia spilota","species","51896","Craniata",NA,"Pythonidae","Morelia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Morelia spilota",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2131,"Morica favieri","genus","1272445","Insecta","Holometabola","Tenebrionidae","Morica","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Pimeliinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2132,"Morica planata","genus","1272445","Insecta","Holometabola","Tenebrionidae","Morica","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Pimeliinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2133,"Morone chrysops","species","46259","Actinopteri",NA,"Moronidae","Morone","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Morone chrysops",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2134,"Morone saxatilis","species","34816","Actinopteri",NA,"Moronidae","Morone","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Morone saxatilis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2135,"Moroteuthis ingens","species","51370","Cephalopoda",NA,"Onychoteuthidae","Moroteuthis","Neocoleoidea",NA,"Metazoa","Teuthida",NA,"Mollusca","Moroteuthis ingens",NA,"Coleoidea",NA,NA,NA,"Oegopsina",NA,NA,NA,NA,"Eukaryota","Decapodiformes",NA
2136,"Motacilla alba","species","45807","Aves",NA,"Motacillidae","Motacilla",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Motacilla alba",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2137,"Motacilla citreola","species","179817","Aves",NA,"Motacillidae","Motacilla",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Motacilla citreola",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2138,"Moxostoma anisurum","species","154817","Actinopteri",NA,"Catostomidae","Moxostoma","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Moxostoma anisurum",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cobitoidea","Eukaryota","Cypriniphysae",NA
2139,"Moxostoma erythrurum","species","196769","Actinopteri",NA,"Catostomidae","Moxostoma","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Moxostoma erythrurum",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cobitoidea","Eukaryota","Cypriniphysae",NA
2140,"Moxostoma macrolepidotum","species","196770","Actinopteri",NA,"Catostomidae","Moxostoma","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Moxostoma macrolepidotum",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cobitoidea","Eukaryota","Cypriniphysae",NA
2141,"Mugil cephalus","species","48193","Actinopteri",NA,"Mugilidae","Mugil","Teleostei",NA,"Metazoa","Mugiliformes",NA,"Chordata","Mugil cephalus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2142,"Mugil curema","species","48194","Actinopteri",NA,"Mugilidae","Mugil","Teleostei",NA,"Metazoa","Mugiliformes",NA,"Chordata","Mugil curema",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2144,"Mulinia lateralis","species","31206","Bivalvia",NA,"Mactridae","Mulinia","Euheterodonta",NA,"Metazoa","Veneroida",NA,"Mollusca","Mulinia lateralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mactroidea","Eukaryota",NA,NA
2145,"Mullus argentinae","species","749194","Actinopteri",NA,"Mullidae","Mullus","Teleostei",NA,"Metazoa","Syngnathiformes",NA,"Chordata","Mullus argentinae",NA,"Neopterygii",NA,NA,NA,"Mulloidea","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2146,"Mullus barbatus","species","37007","Actinopteri",NA,"Mullidae","Mullus","Teleostei",NA,"Metazoa","Syngnathiformes",NA,"Chordata","Mullus barbatus",NA,"Neopterygii",NA,NA,NA,"Mulloidea","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2147,"Mullus surmuletus","species","87757","Actinopteri",NA,"Mullidae","Mullus","Teleostei",NA,"Metazoa","Syngnathiformes",NA,"Chordata","Mullus surmuletus",NA,"Neopterygii",NA,NA,NA,"Mulloidea","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2148,"Muraena helena","species","46662","Actinopteri",NA,"Muraenidae","Muraena","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Muraena helena",NA,"Neopterygii","Muraeninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2149,"Muraenesox cinereus","species","7946","Actinopteri",NA,"Muraenesocidae","Muraenesox","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Muraenesox cinereus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2150,"Muraenolepis microps","species","630682","Actinopteri",NA,"Muraenolepididae","Muraenolepis","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Muraenolepis microps",NA,"Neopterygii",NA,NA,NA,"Muraenolepidoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2151,"Murex trapa","species","693201","Gastropoda",NA,"Muricidae","Murex",NA,"Neogastropoda","Metazoa","Neogastropoda",NA,"Mollusca","Murex trapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muricoidea","Eukaryota",NA,NA
2152,"Mus musculoides","species","60742","Mammalia",NA,"Muridae","Mus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Mus musculoides",NA,NA,"Murinae","Nannomys",NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2153,"Mus musculus","species","10090","Mammalia",NA,"Muridae","Mus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Mus musculus",NA,NA,"Murinae","Mus",NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2154,"Mus setulosus","species","10102","Mammalia",NA,"Muridae","Mus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Mus setulosus",NA,NA,"Murinae","Nannomys",NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2155,"Mus spretus","species","10096","Mammalia",NA,"Muridae","Mus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Mus spretus",NA,NA,"Murinae","Mus",NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2156,"Musca domestica","species","7370","Insecta","Holometabola","Muscidae","Musca","Neoptera","Muscomorpha","Metazoa","Diptera",NA,"Arthropoda","Musca domestica",NA,"Pterygota","Muscinae","Musca",NA,"Brachycera",NA,NA,"Hexapoda","Muscoidea","Eukaryota",NA,"Muscini"
2157,"Mustela altaica","species","92062","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela altaica",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2158,"Mustela erminea","species","36723","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela erminea",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2159,"Mustela eversmanii","genus","9665","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata",NA,NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2160,"Mustela eversmanni","genus","9665","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata",NA,NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2161,"Mustela frenata","species","55048","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela frenata",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2162,"Mustela itatsi","species","36238","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela itatsi",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2163,"Mustela lutreola","species","9666","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela lutreola",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2164,"Mustela nigripes","species","77151","Mammalia",NA,"Mustelidae","Mustela",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Mustela nigripes",NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
